,Primary School,Primary Distance,Primary Latitude,Primary Longitude
BEDOK RESERVOIR RD BLK 716,DAMAI PRIMARY SCHOOL,545.6389254,1.3358357,103.9202895
BEDOK RESERVOIR RD BLK 725,YU NENG PRIMARY SCHOOL,543.4110042,1.3338292,103.9318969
SIN MING RD BLK 22,CATHOLIC HIGH SCHOOL (PRIMARY),715.0574087,1.3546049,103.8451234
SIN MING RD BLK 24,CATHOLIC HIGH SCHOOL (PRIMARY),938.2649211,1.3546049,103.8451234
SHUNFU RD BLK 309,CATHOLIC HIGH SCHOOL (PRIMARY),866.7989458,1.3546049,103.8451234
SHUNFU RD BLK 304,CATHOLIC HIGH SCHOOL (PRIMARY),899.674835,1.3546049,103.8451234
SHUNFU RD BLK 308,CATHOLIC HIGH SCHOOL (PRIMARY),864.2355166,1.3546049,103.8451234
SHUNFU RD BLK 310,CATHOLIC HIGH SCHOOL (PRIMARY),846.0532269,1.3546049,103.8451234
HILLVIEW AVE BLK 6,CHIJ OUR LADY QUEEN OF PEACE,574.9785697,1.3666563,103.7675404
HILLVIEW AVE BLK 4,CHIJ OUR LADY QUEEN OF PEACE,574.9785697,1.3666563,103.7675404
HILLVIEW AVE BLK 2,CHIJ OUR LADY QUEEN OF PEACE,574.9785697,1.3666563,103.7675404
BT BATOK WEST AVE 6 BLK 146,PRINCESS ELIZABETH PRIMARY SCHOOL,351.2313229,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 138,PRINCESS ELIZABETH PRIMARY SCHOOL,384.3436691,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 134,PRINCESS ELIZABETH PRIMARY SCHOOL,469.4315201,1.349245,103.7409454
BT BATOK ST 11 BLK 143,PRINCESS ELIZABETH PRIMARY SCHOOL,349.5926711,1.349245,103.7409454
BT BATOK ST 11 BLK 145,PRINCESS ELIZABETH PRIMARY SCHOOL,329.3765034,1.349245,103.7409454
BT BATOK ST 11 BLK 160,PRINCESS ELIZABETH PRIMARY SCHOOL,132.2418525,1.349245,103.7409454
BT BATOK ST 11 BLK 161,PRINCESS ELIZABETH PRIMARY SCHOOL,153.0979046,1.349245,103.7409454
BT BATOK ST 11 BLK 164,PRINCESS ELIZABETH PRIMARY SCHOOL,266.5883366,1.349245,103.7409454
BT BATOK WEST AVE 8 BLK 177,PRINCESS ELIZABETH PRIMARY SCHOOL,330.285386,1.349245,103.7409454
BT BATOK WEST AVE 8 BLK 182,YUHUA PRIMARY SCHOOL,445.3419935,1.3429774,103.7409109
BT BATOK WEST AVE 8 BLK 180,YUHUA PRIMARY SCHOOL,357.1131537,1.3429774,103.7409109
BT BATOK WEST AVE 6 BLK 130,PRINCESS ELIZABETH PRIMARY SCHOOL,608.578712,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 127,PRINCESS ELIZABETH PRIMARY SCHOOL,641.1538352,1.349245,103.7409454
BT BATOK ST 21 BLK 205,BUKIT VIEW PRIMARY SCHOOL,423.7969951,1.3459081,103.7534607
BT BATOK CTRL BLK 228,BUKIT VIEW PRIMARY SCHOOL,308.2608659,1.3459081,103.7534607
BT BATOK CTRL BLK 227,BUKIT VIEW PRIMARY SCHOOL,286.0840496,1.3459081,103.7534607
BT BATOK ST 21 BLK 219,BUKIT VIEW PRIMARY SCHOOL,228.436237,1.3459081,103.7534607
BT BATOK EAST AVE 5 BLK 244,KEMING PRIMARY SCHOOL,421.4634691,1.3454147,103.7562455
BT BATOK EAST AVE 5 BLK 248,LIANHUA PRIMARY SCHOOL,432.5900307,1.3536064,103.7544322
BT BATOK EAST AVE 4 BLK 258,LIANHUA PRIMARY SCHOOL,560.9865916,1.3536064,103.7544322
BT BATOK WEST AVE 6 BLK 135,PRINCESS ELIZABETH PRIMARY SCHOOL,483.27595,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 116,PRINCESS ELIZABETH PRIMARY SCHOOL,591.5089876,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 113,PRINCESS ELIZABETH PRIMARY SCHOOL,471.5410494,1.349245,103.7409454
BT BATOK ST 11 BLK 163,PRINCESS ELIZABETH PRIMARY SCHOOL,226.1183268,1.349245,103.7409454
BT BATOK WEST AVE 8 BLK 169,PRINCESS ELIZABETH PRIMARY SCHOOL,296.4686795,1.349245,103.7409454
BT BATOK WEST AVE 8 BLK 184,PRINCESS ELIZABETH PRIMARY SCHOOL,453.1761732,1.349245,103.7409454
BT BATOK WEST AVE 8 BLK 165,PRINCESS ELIZABETH PRIMARY SCHOOL,233.3580525,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 129,PRINCESS ELIZABETH PRIMARY SCHOOL,611.5140653,1.349245,103.7409454
BT BATOK ST 21 BLK 204,BUKIT VIEW PRIMARY SCHOOL,437.3517863,1.3459081,103.7534607
BT BATOK ST 21 BLK 209,BUKIT VIEW PRIMARY SCHOOL,526.8668001,1.3459081,103.7534607
BT BATOK CTRL BLK 225,BUKIT VIEW PRIMARY SCHOOL,299.0624489,1.3459081,103.7534607
BT BATOK CTRL BLK 123,PRINCESS ELIZABETH PRIMARY SCHOOL,770.8822598,1.349245,103.7409454
BT BATOK ST 31 BLK 307,DAZHONG PRIMARY SCHOOL,140.7550357,1.3593772,103.7480154
BT BATOK WEST AVE 6 BLK 115,PRINCESS ELIZABETH PRIMARY SCHOOL,625.3027326,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 117,PRINCESS ELIZABETH PRIMARY SCHOOL,689.186784,1.349245,103.7409454
BT BATOK WEST AVE 6 BLK 111,PRINCESS ELIZABETH PRIMARY SCHOOL,567.9455323,1.349245,103.7409454
BT BATOK ST 21 BLK 216,BUKIT VIEW PRIMARY SCHOOL,139.9985897,1.3459081,103.7534607
BT BATOK CTRL BLK 103,BUKIT VIEW PRIMARY SCHOOL,652.9299223,1.3459081,103.7534607
BT BATOK EAST AVE 3 BLK 223,BUKIT VIEW PRIMARY SCHOOL,258.4934348,1.3459081,103.7534607
BT BATOK EAST AVE 3 BLK 221,BUKIT VIEW PRIMARY SCHOOL,175.6620039,1.3459081,103.7534607
BT BATOK ST 21 BLK 214,BUKIT VIEW PRIMARY SCHOOL,183.7655497,1.3459081,103.7534607
BT BATOK CTRL BLK 121,LIANHUA PRIMARY SCHOOL,761.7343319,1.3536064,103.7544322
BT BATOK CTRL BLK 120,PRINCESS ELIZABETH PRIMARY SCHOOL,756.7815965,1.349245,103.7409454
BT BATOK ST 11 BLK 141,PRINCESS ELIZABETH PRIMARY SCHOOL,292.6415235,1.349245,103.7409454
BT BATOK ST 11 BLK 142,PRINCESS ELIZABETH PRIMARY SCHOOL,237.9434054,1.349245,103.7409454
BT BATOK ST 11 BLK 140,PRINCESS ELIZABETH PRIMARY SCHOOL,359.0493367,1.349245,103.7409454
TAMAN HO SWEE BLK 33,ZHANGDE PRIMARY SCHOOL,739.3204931,1.284578,103.826193
TELOK BLANGAH CRES BLK 7,RADIN MAS PRIMARY SCHOOL,622.6457546,1.2750693,103.8238799
BEO CRES BLK 40,ALEXANDRA PRIMARY SCHOOL,494.1418142,1.2912857,103.8235733
TELOK BLANGAH DR BLK 44,BLANGAH RISE PRIMARY SCHOOL,575.2209968,1.2761957,103.8086755
TELOK BLANGAH DR BLK 46,BLANGAH RISE PRIMARY SCHOOL,507.6682777,1.2761957,103.8086755
DEPOT RD BLK 103,GAN ENG SENG PRIMARY SCHOOL,586.9436155,1.2857625,103.8152625
DEPOT RD BLK 110,BLANGAH RISE PRIMARY SCHOOL,589.6877149,1.2761957,103.8086755
TELOK BLANGAH RISE BLK 42,RADIN MAS PRIMARY SCHOOL,474.396879,1.2750693,103.8238799
TELOK BLANGAH HTS BLK 62,BLANGAH RISE PRIMARY SCHOOL,292.784417,1.2761957,103.8086755
TELOK BLANGAH HTS BLK 63,BLANGAH RISE PRIMARY SCHOOL,289.5932449,1.2761957,103.8086755
TELOK BLANGAH HTS BLK 60,BLANGAH RISE PRIMARY SCHOOL,398.0955848,1.2761957,103.8086755
TELOK BLANGAH DR BLK 55,BLANGAH RISE PRIMARY SCHOOL,452.796312,1.2761957,103.8086755
TELOK BLANGAH DR BLK 75,BLANGAH RISE PRIMARY SCHOOL,142.3741175,1.2761957,103.8086755
JLN BT MERAH BLK 141,RADIN MAS PRIMARY SCHOOL,599.5701898,1.2750693,103.8238799
KG BAHRU HILL BLK 18,CANTONMENT PRIMARY SCHOOL,410.9574451,1.2759498,103.8400024
EVERTON PK BLK 7,CANTONMENT PRIMARY SCHOOL,152.1618187,1.2759498,103.8400024
EVERTON PK BLK 3,CANTONMENT PRIMARY SCHOOL,196.5993575,1.2759498,103.8400024
JLN BT MERAH BLK 146,RADIN MAS PRIMARY SCHOOL,844.068356,1.2750693,103.8238799
REDHILL CL BLK 20,GAN ENG SENG PRIMARY SCHOOL,259.8090408,1.2857625,103.8152625
REDHILL CL BLK 13,GAN ENG SENG PRIMARY SCHOOL,180.036627,1.2857625,103.8152625
REDHILL CL BLK 19,GAN ENG SENG PRIMARY SCHOOL,282.9123187,1.2857625,103.8152625
JLN BT MERAH BLK 108,RADIN MAS PRIMARY SCHOOL,501.0951835,1.2750693,103.8238799
BT PURMEI RD BLK 102,RADIN MAS PRIMARY SCHOOL,463.0074339,1.2750693,103.8238799
BT PURMEI RD BLK 106,RADIN MAS PRIMARY SCHOOL,297.0202196,1.2750693,103.8238799
JLN BT MERAH BLK 132,RADIN MAS PRIMARY SCHOOL,656.6641747,1.2750693,103.8238799
JLN BT MERAH BLK 133,ZHANGDE PRIMARY SCHOOL,562.1044117,1.284578,103.826193
HENDERSON RD BLK 96,ALEXANDRA PRIMARY SCHOOL,411.5637017,1.2912857,103.8235733
JLN BT MERAH BLK 28,GAN ENG SENG PRIMARY SCHOOL,604.2636619,1.2857625,103.8152625
HOY FATT RD BLK 28,GAN ENG SENG PRIMARY SCHOOL,611.3876276,1.2857625,103.8152625
HAVELOCK RD BLK 29,ZHANGDE PRIMARY SCHOOL,730.0305328,1.284578,103.826193
TAMAN HO SWEE BLK 18,ZHANGDE PRIMARY SCHOOL,678.8306502,1.284578,103.826193
JLN KLINIK BLK 30,ZHANGDE PRIMARY SCHOOL,416.5776062,1.284578,103.826193
JLN KLINIK BLK 26,ZHANGDE PRIMARY SCHOOL,475.8975122,1.284578,103.826193
JLN KLINIK BLK 28,ZHANGDE PRIMARY SCHOOL,437.7446169,1.284578,103.826193
HAVELOCK RD BLK 22,ZHANGDE PRIMARY SCHOOL,552.1959253,1.284578,103.826193
JLN RUMAH TINGGI BLK 37,GAN ENG SENG PRIMARY SCHOOL,783.8740939,1.2857625,103.8152625
BEO CRES BLK 36,ZHANGDE PRIMARY SCHOOL,432.9876929,1.284578,103.826193
JLN BT HO SWEE BLK 6,ZHANGDE PRIMARY SCHOOL,677.7075137,1.284578,103.826193
INDUS RD BLK 77,ALEXANDRA PRIMARY SCHOOL,393.0232471,1.2912857,103.8235733
INDUS RD BLK 78,ALEXANDRA PRIMARY SCHOOL,443.3229755,1.2912857,103.8235733
BT MERAH VIEW BLK 128,ZHANGDE PRIMARY SCHOOL,385.8211952,1.284578,103.826193
BT MERAH VIEW BLK 130,ZHANGDE PRIMARY SCHOOL,198.7522929,1.284578,103.826193
KIM CHENG ST BLK 41,ZHANGDE PRIMARY SCHOOL,619.4500226,1.284578,103.826193
MOH GUAN TER BLK 47,ZHANGDE PRIMARY SCHOOL,542.4632064,1.284578,103.826193
BT MERAH VIEW BLK 119,ZHANGDE PRIMARY SCHOOL,601.3372018,1.284578,103.826193
BT MERAH VIEW BLK 114,ZHANGDE PRIMARY SCHOOL,474.5969008,1.284578,103.826193
TELOK BLANGAH CRES BLK 5,RADIN MAS PRIMARY SCHOOL,663.5670119,1.2750693,103.8238799
HENDERSON CRES BLK 105,ALEXANDRA PRIMARY SCHOOL,170.5012284,1.2912857,103.8235733
TELOK BLANGAH CRES BLK 12,RADIN MAS PRIMARY SCHOOL,523.4479645,1.2750693,103.8238799
TELOK BLANGAH CRES BLK 8,RADIN MAS PRIMARY SCHOOL,585.8050692,1.2750693,103.8238799
TELOK BLANGAH CRES BLK 18,RADIN MAS PRIMARY SCHOOL,347.5518563,1.2750693,103.8238799
TELOK BLANGAH CRES BLK 16,RADIN MAS PRIMARY SCHOOL,432.2662539,1.2750693,103.8238799
TELOK BLANGAH CRES BLK 13,RADIN MAS PRIMARY SCHOOL,513.7989102,1.2750693,103.8238799
JLN BT MERAH BLK 2,GAN ENG SENG PRIMARY SCHOOL,944.3756813,1.2857625,103.8152625
JLN BT MERAH BLK 1,GAN ENG SENG PRIMARY SCHOOL,772.3816556,1.2857625,103.8152625
TELOK BLANGAH WAY BLK 34,RADIN MAS PRIMARY SCHOOL,229.1589454,1.2750693,103.8238799
TELOK BLANGAH HTS BLK 57,BLANGAH RISE PRIMARY SCHOOL,463.0798642,1.2761957,103.8086755
TELOK BLANGAH DR BLK 54,BLANGAH RISE PRIMARY SCHOOL,460.5831506,1.2761957,103.8086755
TELOK BLANGAH HTS BLK 69,BLANGAH RISE PRIMARY SCHOOL,196.4061588,1.2761957,103.8086755
TELOK BLANGAH DR BLK 51,BLANGAH RISE PRIMARY SCHOOL,335.4739829,1.2761957,103.8086755
JLN BT MERAH BLK 109,RADIN MAS PRIMARY SCHOOL,547.3313165,1.2750693,103.8238799
BT PURMEI RD BLK 104,RADIN MAS PRIMARY SCHOOL,354.1020988,1.2750693,103.8238799
BT PURMEI RD BLK 110,RADIN MAS PRIMARY SCHOOL,376.5821746,1.2750693,103.8238799
KIM TIAN RD BLK 129,ZHANGDE PRIMARY SCHOOL,473.3481667,1.284578,103.826193
BT PURMEI RD BLK 114,RADIN MAS PRIMARY SCHOOL,218.3732209,1.2750693,103.8238799
BT PURMEI RD BLK 113,RADIN MAS PRIMARY SCHOOL,359.1551625,1.2750693,103.8238799
HENDERSON CRES BLK 101,ALEXANDRA PRIMARY SCHOOL,218.6525752,1.2912857,103.8235733
HENDERSON CRES BLK 103,ALEXANDRA PRIMARY SCHOOL,281.3524135,1.2912857,103.8235733
BT MERAH VIEW BLK 120,ZHANGDE PRIMARY SCHOOL,447.5168511,1.284578,103.826193
BT MERAH VIEW BLK 111,ZHANGDE PRIMARY SCHOOL,336.611992,1.284578,103.826193
TELOK BLANGAH RISE BLK 30,RADIN MAS PRIMARY SCHOOL,452.1295032,1.2750693,103.8238799
TELOK BLANGAH DR BLK 48,BLANGAH RISE PRIMARY SCHOOL,475.0608709,1.2761957,103.8086755
TELOK BLANGAH HTS BLK 73,BLANGAH RISE PRIMARY SCHOOL,77.69307909,1.2761957,103.8086755
TELOK BLANGAH HTS BLK 72,BLANGAH RISE PRIMARY SCHOOL,101.0623363,1.2761957,103.8086755
TELOK BLANGAH DR BLK 66,BLANGAH RISE PRIMARY SCHOOL,252.3131292,1.2761957,103.8086755
JLN BT MERAH BLK 140,RADIN MAS PRIMARY SCHOOL,730.9962048,1.2750693,103.8238799
EVERTON PK BLK 4,CANTONMENT PRIMARY SCHOOL,162.8915339,1.2759498,103.8400024
KIM TIAN PL BLK 7,ZHANGDE PRIMARY SCHOOL,149.6688949,1.284578,103.826193
BT PURMEI RD BLK 115,RADIN MAS PRIMARY SCHOOL,341.8446469,1.2750693,103.8238799
EMPRESS RD BLK 8,NANYANG PRIMARY SCHOOL,593.5109818,1.3210855,103.8077117
QUEEN'S RD BLK 4,NANYANG PRIMARY SCHOOL,225.8628137,1.3210855,103.8077117
FARRER RD BLK 6,NANYANG PRIMARY SCHOOL,418.9023131,1.3210855,103.8077117
OUTRAM PK BLK 22,CANTONMENT PRIMARY SCHOOL,772.9091011,1.2759498,103.8400024
JLN KUKOH BLK 8,RIVER VALLEY PRIMARY SCHOOL,797.1953385,1.2938838,103.8363894
SHORT ST BLK 12,ST. MARGARET'S PRIMARY SCHOOL,561.866541,1.304444,103.845851
SHORT ST BLK 13,ST. MARGARET'S PRIMARY SCHOOL,561.7921297,1.304444,103.845851
SELEGIE RD BLK 8,ST. MARGARET'S PRIMARY SCHOOL,543.3435602,1.304444,103.845851
ROCHOR RD BLK 2,STAMFORD PRIMARY SCHOOL,273.2147689,1.3039292,103.8572139
UPP CROSS ST BLK 538,CANTONMENT PRIMARY SCHOOL,1211.992251,1.2759498,103.8400024
WATERLOO ST BLK 264,STAMFORD PRIMARY SCHOOL,783.619867,1.3039292,103.8572139
QUEEN ST BLK 271,STAMFORD PRIMARY SCHOOL,499.3636207,1.3039292,103.8572139
BUFFALO RD BLK 664,ST. MARGARET'S PRIMARY SCHOOL,625.2015256,1.304444,103.845851
ROWELL RD BLK 640,STAMFORD PRIMARY SCHOOL,506.782293,1.3039292,103.8572139
UPP CROSS ST BLK 34,RIVER VALLEY PRIMARY SCHOOL,1078.732733,1.2938838,103.8363894
SELEGIE RD BLK 9,ST. MARGARET'S PRIMARY SCHOOL,575.7463809,1.304444,103.845851
SELEGIE RD BLK 10,ST. MARGARET'S PRIMARY SCHOOL,530.3388736,1.304444,103.845851
BAIN ST BLK 232,STAMFORD PRIMARY SCHOOL,903.3219627,1.3039292,103.8572139
BUFFALO RD BLK 663,ST. MARGARET'S PRIMARY SCHOOL,572.5056929,1.304444,103.845851
BUFFALO RD BLK 662,ST. MARGARET'S PRIMARY SCHOOL,508.0472548,1.304444,103.845851
ROWELL RD BLK 639,STAMFORD PRIMARY SCHOOL,484.5311848,1.3039292,103.8572139
SMITH ST BLK 335B,CANTONMENT PRIMARY SCHOOL,814.5212467,1.2759498,103.8400024
VEERASAMY RD BLK 632,STAMFORD PRIMARY SCHOOL,389.2902837,1.3039292,103.8572139
VEERASAMY RD BLK 633,STAMFORD PRIMARY SCHOOL,332.9106371,1.3039292,103.8572139
ROWELL RD BLK 642,STAMFORD PRIMARY SCHOOL,410.0812755,1.3039292,103.8572139
TECK WHYE AVE BLK 10,TECK WHYE PRIMARY SCHOOL,433.5670268,1.3837636,103.7537174
TECK WHYE LANE BLK 16,TECK WHYE PRIMARY SCHOOL,580.6616925,1.3837636,103.7537174
TECK WHYE AVE BLK 1,TECK WHYE PRIMARY SCHOOL,254.0790868,1.3837636,103.7537174
TECK WHYE AVE BLK 4,TECK WHYE PRIMARY SCHOOL,228.2879436,1.3837636,103.7537174
TECK WHYE LANE BLK 26,TECK WHYE PRIMARY SCHOOL,723.2079194,1.3837636,103.7537174
TECK WHYE LANE BLK 13,TECK WHYE PRIMARY SCHOOL,585.240594,1.3837636,103.7537174
WEST COAST DR BLK 509,QIFA PRIMARY SCHOOL,494.4412314,1.3128727,103.7568969
CLEMENTI AVE 2 BLK 363,PEI TONG PRIMARY SCHOOL,384.1790862,1.3161197,103.7675906
CLEMENTI AVE 2 BLK 365,PEI TONG PRIMARY SCHOOL,501.3145296,1.3161197,103.7675906
CLEMENTI AVE 3 BLK 427,CLEMENTI PRIMARY SCHOOL,406.3242803,1.3155899,103.763047
CLEMENTI AVE 2 BLK 334,PEI TONG PRIMARY SCHOOL,156.3510391,1.3161197,103.7675906
CLEMENTI AVE 2 BLK 329,PEI TONG PRIMARY SCHOOL,336.9602486,1.3161197,103.7675906
CLEMENTI AVE 5 BLK 323,PEI TONG PRIMARY SCHOOL,66.91705208,1.3161197,103.7675906
CLEMENTI AVE 5 BLK 322,PEI TONG PRIMARY SCHOOL,138.3802805,1.3161197,103.7675906
CLEMENTI AVE 5 BLK 326,PEI TONG PRIMARY SCHOOL,239.8747276,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 314,PEI TONG PRIMARY SCHOOL,385.7862889,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 313,PEI TONG PRIMARY SCHOOL,385.091326,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 312,NAN HUA PRIMARY SCHOOL,323.2622046,1.319611,103.7615069
CLEMENTI AVE 2 BLK 354,PEI TONG PRIMARY SCHOOL,464.9702883,1.3161197,103.7675906
CLEMENTI AVE 3 BLK 435,CLEMENTI PRIMARY SCHOOL,128.4393369,1.3155899,103.763047
CLEMENTI AVE 3 BLK 433,CLEMENTI PRIMARY SCHOOL,221.8306225,1.3155899,103.763047
WEST COAST DR BLK 506,CLEMENTI PRIMARY SCHOOL,417.9490066,1.3155899,103.763047
WEST COAST DR BLK 508,CLEMENTI PRIMARY SCHOOL,459.2528027,1.3155899,103.763047
CLEMENTI AVE 1 BLK 401,PEI TONG PRIMARY SCHOOL,1035.39496,1.3161197,103.7675906
CLEMENTI AVE 3 BLK 440,CLEMENTI PRIMARY SCHOOL,127.1163866,1.3155899,103.763047
CLEMENTI AVE 4 BLK 320,PEI TONG PRIMARY SCHOOL,261.3691236,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 310,PEI TONG PRIMARY SCHOOL,479.9599347,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 309,PEI TONG PRIMARY SCHOOL,554.1167056,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 307,PEI TONG PRIMARY SCHOOL,595.8962204,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 305,NAN HUA PRIMARY SCHOOL,562.666226,1.319611,103.7615069
CLEMENTI AVE 4 BLK 306,NAN HUA PRIMARY SCHOOL,529.1824889,1.319611,103.7615069
CLEMENTI AVE 4 BLK 303,NAN HUA PRIMARY SCHOOL,409.4441952,1.319611,103.7615069
CLEMENTI AVE 5 BLK 346,PEI TONG PRIMARY SCHOOL,286.5804545,1.3161197,103.7675906
CLEMENTI AVE 3 BLK 431,CLEMENTI PRIMARY SCHOOL,205.0105863,1.3155899,103.763047
CLEMENTI AVE 5 BLK 339,PEI TONG PRIMARY SCHOOL,417.9185591,1.3161197,103.7675906
WEST COAST RD BLK 515,QIFA PRIMARY SCHOOL,589.7105088,1.3128727,103.7568969
WEST COAST RD BLK 520,QIFA PRIMARY SCHOOL,705.9498119,1.3128727,103.7568969
CLEMENTI WEST ST 1 BLK 602,CLEMENTI PRIMARY SCHOOL,1215.755527,1.3155899,103.763047
CLEMENTI WEST ST 1 BLK 607,PEI TONG PRIMARY SCHOOL,1319.955718,1.3161197,103.7675906
CLEMENTI WEST ST 1 BLK 608,CLEMENTI PRIMARY SCHOOL,1310.337756,1.3155899,103.763047
WEST COAST RD BLK 702,QIFA PRIMARY SCHOOL,776.7905417,1.3128727,103.7568969
WEST COAST RD BLK 703,QIFA PRIMARY SCHOOL,807.6036159,1.3128727,103.7568969
WEST COAST RD BLK 704,QIFA PRIMARY SCHOOL,832.3216707,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 711,QIFA PRIMARY SCHOOL,978.1285646,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 705,QIFA PRIMARY SCHOOL,885.1002221,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 713,QIFA PRIMARY SCHOOL,1147.536529,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 731,QIFA PRIMARY SCHOOL,1153.512436,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 728,QIFA PRIMARY SCHOOL,1121.462102,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 706,QIFA PRIMARY SCHOOL,910.9397623,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 710,QIFA PRIMARY SCHOOL,1476.221178,1.3128727,103.7568969
C'WEALTH AVE WEST BLK 412,PEI TONG PRIMARY SCHOOL,675.6592944,1.3161197,103.7675906
C'WEALTH AVE WEST BLK 411,PEI TONG PRIMARY SCHOOL,622.4081898,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 315,PEI TONG PRIMARY SCHOOL,353.9445675,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 311,PEI TONG PRIMARY SCHOOL,468.7951357,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 301,NAN HUA PRIMARY SCHOOL,469.2249906,1.319611,103.7615069
CLEMENTI WEST ST 1 BLK 609,CLEMENTI PRIMARY SCHOOL,1303.114955,1.3155899,103.763047
CLEMENTI WEST ST 2 BLK 729,QIFA PRIMARY SCHOOL,1131.973275,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 707,QIFA PRIMARY SCHOOL,947.8772623,1.3128727,103.7568969
CLEMENTI AVE 4 BLK 371,PEI TONG PRIMARY SCHOOL,477.4734274,1.3161197,103.7675906
CLEMENTI WEST ST 1 BLK 610,PEI TONG PRIMARY SCHOOL,1255.425273,1.3161197,103.7675906
CLEMENTI ST 13 BLK 113,PEI TONG PRIMARY SCHOOL,877.9680662,1.3161197,103.7675906
CLEMENTI AVE 6 BLK 205,NAN HUA PRIMARY SCHOOL,192.301096,1.319611,103.7615069
C'WEALTH AVE WEST BLK 414,PEI TONG PRIMARY SCHOOL,669.8052314,1.3161197,103.7675906
C'WEALTH AVE WEST BLK 415,PEI TONG PRIMARY SCHOOL,726.1409085,1.3161197,103.7675906
C'WEALTH AVE WEST BLK 413,PEI TONG PRIMARY SCHOOL,662.863021,1.3161197,103.7675906
CLEMENTI AVE 2 BLK 336,PEI TONG PRIMARY SCHOOL,188.0225927,1.3161197,103.7675906
CLEMENTI AVE 2 BLK 337,PEI TONG PRIMARY SCHOOL,164.6001777,1.3161197,103.7675906
CLEMENTI AVE 2 BLK 351,PEI TONG PRIMARY SCHOOL,374.5560963,1.3161197,103.7675906
CLEMENTI WEST ST 2 BLK 717,QIFA PRIMARY SCHOOL,1231.332239,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 723,QIFA PRIMARY SCHOOL,1307.795928,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 724,QIFA PRIMARY SCHOOL,1255.061237,1.3128727,103.7568969
CLEMENTI ST 14 BLK 103,PEI TONG PRIMARY SCHOOL,744.265331,1.3161197,103.7675906
CLEMENTI AVE 6 BLK 204,NAN HUA PRIMARY SCHOOL,237.1070192,1.319611,103.7615069
CLEMENTI ST 13 BLK 110,PEI TONG PRIMARY SCHOOL,843.3976387,1.3161197,103.7675906
CLEMENTI ST 13 BLK 111,PEI TONG PRIMARY SCHOOL,873.8460396,1.3161197,103.7675906
CLEMENTI ST 13 BLK 115,PEI TONG PRIMARY SCHOOL,986.4827734,1.3161197,103.7675906
CLEMENTI ST 13 BLK 116,PEI TONG PRIMARY SCHOOL,1069.81853,1.3161197,103.7675906
CLEMENTI AVE 6 BLK 201,NAN HUA PRIMARY SCHOOL,179.3921335,1.319611,103.7615069
CIRCUIT RD BLK 63,CANOSSA CONVENT PRIMARY SCHOOL,526.5225356,1.3265573,103.8818876
CIRCUIT RD BLK 62,CANOSSA CONVENT PRIMARY SCHOOL,583.661421,1.3265573,103.8818876
MACPHERSON LANE BLK 81,CANOSSA CONVENT PRIMARY SCHOOL,793.2894396,1.3265573,103.8818876
CIRCUIT RD BLK 40,CANOSSA CONVENT PRIMARY SCHOOL,520.8505665,1.3265573,103.8818876
JLN PASAR BARU BLK 1,HAIG GIRLS' SCHOOL,808.5082551,1.3119421,103.9027084
GEYLANG SERAI BLK 2,HAIG GIRLS' SCHOOL,760.2181715,1.3119421,103.9027084
EUNOS CRES BLK 16,EUNOS PRIMARY SCHOOL,160.749064,1.3245231,103.9043036
EUNOS CRES BLK 18,EUNOS PRIMARY SCHOOL,80.10368404,1.3245231,103.9043036
EUNOS CRES BLK 19,EUNOS PRIMARY SCHOOL,114.3953084,1.3245231,103.9043036
EUNOS CRES BLK 24,EUNOS PRIMARY SCHOOL,226.6510616,1.3245231,103.9043036
EUNOS CRES BLK 20,EUNOS PRIMARY SCHOOL,123.5850268,1.3245231,103.9043036
EUNOS CRES BLK 21,EUNOS PRIMARY SCHOOL,133.6954356,1.3245231,103.9043036
SIMS DR BLK 59,GEYLANG METHODIST SCHOOL (PRIMARY),472.3903513,1.3182152,103.8838417
